StrCode	Str
170	<COLOR=FFE36C0A>[Mission Sinister Rumor Retry - Guard Captain Heinrich]<RETURN=1/></COLOR>Wild creatures have been mutating throughout the forest due to Ether contamination. There appears to be a giant mutated creature contaminating its surroundings. Confirm this sighting and kill the threat if you do find it. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[TIP]<RETURN=1/></COLOR>When you accept this quest, a portal to the Mission Sinister Rumor will appear. <RETURN=1/>If in a Party, players will be admitted individually, while those not admitted will be disconnected from their Party members after 10 minutes. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=38301/> in Mission Sinister Rumor.
171	Check the information closely and prepare for the mission.
172	<COLOR=FFE36C0A>[Quest End- Guard Captain Heinrich]<RETURN=1/></COLOR>A giant creature contaminating our Ether... That is unheard of... <RETURN=1/>Anyway, doubtless it was a tough task. You've done well.
173	<COLOR=FFE36C0A>[Quest Start- Guard Captain Heinrich]<RETURN=1/></COLOR>Report the findings to <NPCNAME=63771/>/*Dietrich*/ <RETURN=1/>We've managed to solve visible problems, but I have a feeling we are not quite finished. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Go to <MAPNAME=20004/>/*Zapir Lake*/ and talk to <NPCNAME=63771/>.
174	We've managed to solve visible problems, but I have a feeling we are not quite finished.
175	<COLOR=FFE36C0A>[Quest End- Patrol Captain Dietrich]<RETURN=1/></COLOR>I will report our findings to the Army Command. This is a grave situation. A giant monster contaminating Ether...
176	<COLOR=FFE36C0A>[Quest Start- Edmund Sieger the Collector]<RETURN=1/></COLOR>Well, um... This is bad... I... wrote a letter, you see... and it was stolen... The thing is... It's about something rather personal... I'd like to have it back. Help please? <RETURN=1/>Kill <NPCNAME=1020/> and take back <ITEMNAME=40315/>. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=1020/> and obtain <ITEMNAME=40315/>.
177	Don't let it fall into someone else's hands...
178	<COLOR=FFE36C0A>[Quest Start- Edmund Sieger the Collector]<RETURN=1/></COLOR>Oh... Thank you. I have another favor to ask of you. Are you up for it?
179	<COLOR=FFE36C0A>[Quest Start- Edmund Sieger the Collector]<RETURN=1/></COLOR>Um, you know... The letter I wrote... Could you take this to <NPCNAME=65112/> at Forest Entrance? I've written this for her, but I lack the courage to give it to her myself. Pretty please? <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Take <ITEMNAME=40315/> and go to <MAPNAME=20001/> to give it to <NPCNAME=65112/>.
180	Did she get my letter?
181	<COLOR=FFE36C0A>[Quest End- Elior]<RETURN=1/></COLOR>Hmph! 
182	<COLOR=FFE36C0A>[Quest Start- Elior]<RETURN=1/></COLOR>Tell him that I don't want him to send any more letters. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Take <ITEMNAME=40316/> and go to <MAPNAME=20004/>/*Zapir Lake*/ to give it to <NPCNAME=63820/>.
183	Tell him that I don't want him to send any more letters.
184	<COLOR=FFE36C0A>[Quest End- Edmund Sieger the Collector]<RETURN=1/></COLOR>So she got my letter? Yes? She did? Well, that's a relief. Haha. And here I was worried she might reject it. Thank you!
185	<COLOR=FFE36C0A>[Quest Start- Edmund Sieger the Collector]<RETURN=1/></COLOR>Ha... Since she bothered to write a reply back, I'm guessing she doesn't hate me. Hahaha... This time I'll try sending her a gift. Please take this <ITEMNAME=40317/> to <NPCNAME=65112/>. Ah, I'm so happy. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR> Take <ITEMNAME=40317/> and go to <MAPNAME=20001/> to give it to <NPCNAME=65112/>.
186	Please take the flower to her.
187	<COLOR=FFE36C0A>[Quest End- Elior]<RETURN=1/></COLOR>Why, this man!! You did give him my letter, yes?
188	<COLOR=FFE36C0A>[Quest Start- Elior]<RETURN=1/></COLOR>Just take this letter to my older sister. You can find her to the north of here. And tell her it's a token of appreciation from Edmund. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Take <ITEMNAME=40317/> to <NPCNAME=63801/>.
189	People like him disgust me.
190	<COLOR=FFE36C0A>[Quest End- Martina]<RETURN=1/></COLOR>.........
191	<COLOR=FFE36C0A>[Quest Start- Edmund Sieger the Collector]<RETURN=1/></COLOR>So Elior turned down my love. How heartbreaking! <RETURN=1/>But it's alright! I've found another love. Elior's younger sister, <NPCNAME=65113/>, is my true love. Take this <ITEMNAME=40317/> to her. Along with my heartfelt sincerity! <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Take <ITEMNAME=40317/> and go to <MAPNAME=20002/>/*Collapsed Castle Ramparts*/ to give it to <NPCNAME=65113/>.
192	Fione, Fione! Elior was merely an infatuation.
193	<COLOR=FFE36C0A>[Quest End- Fione]<RETURN=1/></COLOR>What's this? How ridiculous.
194	<COLOR=FFE36C0A>[Quest Start- Fione]<RETURN=1/></COLOR>I guess I'm in luck. Take this to <NPCNAME=64020/> at the Path of the Alchemist. <RETURN=1/><NPCNAME=64020/> is so handsome! Make sure he gets it! <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Take <ITEMNAME=40317/> and go to <MAPNAME=20005/> to give it to <NPCNAME=64020/>.
195	Make sure Zernike gets it!
196	<COLOR=FFE36C0A>[Quest End- Zernike]<RETURN=1/></COLOR>......
197	<COLOR=FFE36C0A>[Quest Start- Alchemist Zernike]<RETURN=1/></COLOR> Take this <ITEMNAME=40317/> to <NPCNAME=63827/>/*Humbaba*/. For the record, it's from Fione. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Take <ITEMNAME=40317/> and go to the <MAPNAME=20005/>/*Path of the Alchemist*/ to give it to <NPCNAME=63827/>.
198	I've nothing to say..
199	<COLOR=FFE36C0A>[Quest End- Humbaba]<RETURN=1/></COLOR>Humbaba, Humbaba! (I like it! perhaps?)
200	<COLOR=FFE36C0A>[Quest Start- Guard Captain Heinrich]<RETURN=1/></COLOR>Our recent findings of Ether contamination and the giant creature have incited a response from the Army Command. We are instructed find the culprit responsible for them, the Empire or some other third party. <RETURN=1/>This is a whole new mission. Please meet <NPCNAME=63771/> and begin investigating. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Talk to <NPCNAME=63771/>.
201	Please meet <NPCNAME=63771/> and begin investigating.
202	<COLOR=FFE36C0A>[Quest End- Patrol Captain Dietrich]<RETURN=1/></COLOR>Hm... The Army Command is giving us more difficult tasks.
203	<COLOR=FFE36C0A>[Quest Start- Patrol Captain Dietrich]<RETURN=1/></COLOR>We don't currently have anything of use. Hence, we should now take a more active approach. <RETURN=1/>We could get something out of the group of beasts that have taken control of Zapir Lake. <RETURN=1/>Attack <NPCNAME=1020/> and <NPCNAME=1032/> to find any sort of clues. You can find them at the beast camp northeast of here. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=1020/> and <NPCNAME=1032/>.
204	Attack <NPCNAME=1020/> and <NPCNAME=1032/> to find any sort of clues.
205	<COLOR=FFE36C0A>[Quest End- Patrol Captain Dietrich]<RETURN=1/></COLOR>Hm... We do have something of use... There are some black Ether fragments on your body. <RETURN=1/>It should tell us something.
206	<COLOR=FFE36C0A>[Quest Start- Guard Captain Heinrich]<RETURN=1/></COLOR>Something strange has been happening. Initially the Forest of Beasts was a territory belonging to the Iron Beast Tribe. The Tribe and the Liberation Army coexisted with mutual trust. Then, suddenly, the Iron Beast Tribe disappeared. The contamination of Ether and the appearance of giant creatures occurred after this. Surely there must be some sort of link with <ITEMNAME=40318/>, as well. Take this <ITEMNAME=40318/> to <NPCNAME=65112/> near the Forest Entrance and ask for her opinion. She will be of much help. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Take <ITEMNAME=40318/> and go to <MAPNAME=20001/> to give it to <NPCNAME=65112/>.
207	How could the Tribe and the contamination be related?
208	<COLOR=FFE36C0A>[Quest End- Elior]<RETURN=1/></COLOR>Ah... I vaguely remember seeing this. I don't know where... Hm... Where could it be?
210	Find <NPCNAME=1056/> and obtain <ITEMNAME=40043/>. 
216	Take this <ITEMNAME=40320/> to <NPCNAME=63801/>. She should be able to tell you something.
218	<COLOR=FFE36C0A>[Mission Conspiracy of the Iron Beast Tribe - Martina]<RETURN=1/></COLOR>The Iron Beast Tribe seems to be delivering contaminated Ether with the help of the Empire. <RETURN=1/> Rumor has it that the Empire is constructing an enormous machine to extract a large amount of Ether in a short period of time. Our intelligence also claims the Iron Beast Tribe is providing assistance. Moreover, examining the evidence, the rumor does hold water. We discovered another area with contaminated Ether and I want you to investigate the place. The Tribe must be plotting something. If you can confirm their plot, do what you must do. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[TIP]<RETURN=1/></COLOR>Take the portal to proceed to Mission Conspiracy of the Iron Beast Tribe. <RETURN=1/>If in a Party, players will be admitted individually, while those not admitted will be disconnected from their Party members after 10 minutes. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=38306/> in Mission Conspiracy of the Iron Beast Tribe.
219	The Tribe must be plotting something. If you can confirm their plot, do what you must do.
220	<COLOR=FFE36C0A>[Quest End- Martina]<RETURN=1/></COLOR>We managed to confirm their plot, but it's irritating that we can't predict their next move.
221	<COLOR=FFE36C0A>[Mission Conspiracy of the Iron Beast Tribe - Martina]<RETURN=1/></COLOR>The Iron Beast Tribe seems to be delivering contaminated Ether with the help of the Empire. <RETURN=1/>Rumor has it that the Empire is constructing an enormous machine to extract a large amount of Ether in a short period of time. Our intelligence also claims the Iron Beast Tribe is providing assistance. Moreover, examining the evidence, the rumor does hold water. We discovered another area with contaminated Ether and I want you to investigate the place. The Tribe must be plotting something. If you can confirm their plot, do what you must do. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[TIP]<RETURN=1/></COLOR>Take the portal to proceed to Mission Conspiracy of the Iron Beast Tribe. <RETURN=1/>If in a Party, players will be admitted individually, while those not admitted will be disconnected from their Party members after 10 minutes. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=38306/> in Mission Conspiracy of the Iron Beast Tribe.
222	The Tribe must be plotting something. If you can confirm their plot, do what you must do.
223	<COLOR=FFE36C0A>[Quest End- Martina]<RETURN=1/></COLOR>We managed to confirm their plot, but it's irritating that we can't predict their next move.
224	<COLOR=FFE36C0A>[Mission Conspiracy of the Iron Beast Tribe Retry - Martina]<RETURN=1/></COLOR>The Iron Beast Tribe seems to be delivering contaminated Ether with the help of the Empire. <RETURN=1/>Rumor has it that the Empire is constructing an enormous machine to extract a large amount of Ether in a short period of time. Our intelligence also claims the Iron Beast Tribe is providing assistance. Moreover, examining the evidence, the rumor does hold water. We discovered another area with contaminated Ether and I want you to investigate the place. The Tribe must be plotting something. If you can confirm their plot, do what you must do. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[TIP]<RETURN=1/></COLOR>Take the portal to proceed to Mission Conspiracy of the Iron Beast Tribe. <RETURN=1/>If in a Party, players will be admitted individually, while those not admitted will be disconnected from their Party members after 10 minutes. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=38306/> in Mission Conspiracy of the Iron Beast Tribe.
225	The Tribe must be plotting something. If you can confirm their plot, do what you must do.
226	<COLOR=FFE36C0A>[Quest End- Martina]<RETURN=1/></COLOR>We managed to confirm their plot, but it's irritating that we can't predict their next move.
227	<COLOR=FFE36C0A>[Mission Conspiracy of the Iron Beast Tribe Retry - Martina]<RETURN=1/></COLOR>The Iron Beast Tribe seems to be delivering contaminated Ether with the help of the Empire. <RETURN=1/>Rumor has it that the Empire is constructing an enormous machine to extract a large amount of Ether in a short period of time. Our intelligence also claims the Iron Beast Tribe is providing assistance. Moreover, examining the evidence, the rumor does hold water. We discovered another area with contaminated Ether and I want you to investigate the place. The Tribe must be plotting something. If you can confirm their plot, do what you must do. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[TIP]<RETURN=1/></COLOR>When you accept this quest, a portal to the Mission Conspiracy of the Iron Beast Tribe will appear. <RETURN=1/>If in a Party, players will be admitted individually, while those not admitted will be disconnected from their Party members after 10 minutes. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate <NPCNAME=38306/> in Mission Conspiracy of the Iron Beast Tribe.
228	The Tribe must be plotting something. If you can confirm their plot, do what you must do.
229	<COLOR=FFE36C0A>[Quest End- Martina]<RETURN=1/></COLOR>We managed to confirm their plot, but it's irritating that we can't predict their next move.
230	<COLOR=FFE36C0A>[Quest Start- Martina]<RETURN=1/></COLOR>The existence of the Iron Beast Tribe has been confirmed, as well as the fact that they are now our enemy. I'm concerned about our future. For now, I'll report this to the Army Command. Relay this news to <NPCNAME=65112/>. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Talk to <NPCNAME=65112/>.
231	For now, I'll report this to the Army Command. Relay this news to <NPCNAME=65112/>.
232	<COLOR=FFE36C0A>[Quest End- Elior]<RETURN=1/></COLOR>Um... So that's what happened.  
233	<COLOR=FFE36C0A>[Quest Start- Elior]<RETURN=1/></COLOR>Well... I tried organizing everything into one summary. <RETURN=1/>Please take this <ITEMNAME=40321/> to <NPCNAME=63821/> at Zapir Lake. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Take <ITEMNAME=40321/> to <NPCNAME=63821/> at Zapir Lake.
234	Please take this <ITEMNAME=40321/> to <NPCNAME=63821/> at Zapir Lake. 
235	<COLOR=FFE36C0A>[Quest End- Guard Captain Heinrich]<RETURN=1/></COLOR>I see. I have closely perused the report. I see a steep hill ahead of us.
237	Go to <MAPNAME=20002/>/*Collapsed Castle Ramparts*/ and meet <NPCNAME=65113/>/*Fione*/ to pursue the Iron Beast Tribe. 
238	<COLOR=FFE36C0A>[Quest End- Fione]<RETURN=1/></COLOR>Welcome. I'm Fione. The Army Command dispatched me here to research the Ether contamination. It's a pleasure to meet you.
239	<COLOR=FFE36C0A>[Quest Start- Fione]<RETURN=1/></COLOR>We have so far detected no movement from the Iron Beast Tribe. All's been quiet since we uncovered their plot. Let's get started on a scouting mission. Please kill five <NPCNAME=27/>/*Black Forest Soldiers*/ in the forest. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate 5 <NPCNAME=27/>.
240	Have you finished scouting?
241	<COLOR=FFE36C0A>[Quest Start- Fione]<RETURN=1/></COLOR>Not a single clue in sight...
243	Have you completed the task?
246	Go to the Path of the Alchemist and meet <NPCNAME=64020/>.
247	<COLOR=FFE36C0A>[Quest End- Alchemist Zernike]<RETURN=1/></COLOR>I don't know... Would I be of any help? It's alright with me as long as I can continue with my research.
248	<COLOR=FFE36C0A>[Quest Start- Forman]<RETURN=1/></COLOR>The Iron Beast Tribe and the Blue Thunder Tribe have joined forces to mount an assault on the town. The Army Command has been setting up defenses to prepare for the attack. You're the only one who can continue the investigation. Go ahead and meet <NPCNAME=64020/>. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Go to the <MAPNAME=20005/>/*Path of the Alchemist*/ and meet <NPCNAME=64020/>.
249	Go ahead and meet <NPCNAME=64020/>.
250	<COLOR=FFE36C0A>[Quest End- Alchemist Zernike]<RETURN=1/></COLOR>What are you saying that again for? It seems we had this exact conversation before! Am I mistaken?
252	Done already?
253	<COLOR=FFE36C0A>[Quest End- Zernike]<RETURN=1/></COLOR>Hm... Now I think I can finally work on my research. It wasn't something absolutely necessary, see, but it's taken a great load off my back.
254	<COLOR=FFE36C0A>[Quest Start- Zernike]<RETURN=1/></COLOR>Now! You have something else to do for me! For my next experiment, I will need some pollutants. <RETURN=1/><ITEMNAME=40323/> should be an example pollutant, yes? Unfortunately for me, I'm but a scholar and I have no power to obtain <ITEMNAME=40323/> among swarms of beasts. That's why I'm sending you. There should be some <ITEMNAME=40323/> near a ravine not far away from here. Get three of them and come back. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Obtain 3 <ITEMNAME=40323/>.
255	Have you obtained them?
256	<COLOR=FFE36C0A>[Quest End- Zernike]<RETURN=1/></COLOR>Hm... This is it. Nicely done. 
257	<COLOR=FFE36C0A>[Quest Start- Zernike]<RETURN=1/></COLOR>I've tried to purify <ITEMNAME=40323/> multiple times, but have had no success yet. This will be my last experiment. There are the results for the experiment. Would you tell me what it says for me? I'm too nervous, you see. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Obtain 1 <ITEMNAME=40324/>.
258	How is it? Did you check?
259	<COLOR=FFE36C0A>[Quest End- Zernike]<RETURN=1/></COLOR>Yes! I was correct! This is <ITEMNAME=40324/>! 
260	<COLOR=FFE36C0A>[Quest Start- Zernike]<RETURN=1/></COLOR>I want you to take this <ITEMNAME=40324/> to the Army Command. Purifying contaminated beasts and giant creatures with <ITEMNAME=40324/> will be of great help to the Liberation Army. Take this <ITEMNAME=40324/> to <NPCNAME=65115/>. <RETURN=1/> <RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Take <ITEMNAME=40324/> to <NPCNAME=65115/>.
