//Version	0.0.0.1				
//Ж®ё®°Е ёЮЅГБц і»їл					
//±ЗѕЖїµ					
		
		
		
//ёЮЅГБц ID	і»їл				
StrCode	Str	FieldEnd			
1	Миссия пройдена.
4761	Ether energy compression complete time 03:05
4762	Ether energy compression complete time 03:04
4763	Ether energy compression complete time 03:03
4764	Ether energy compression complete time 03:02
4765	Ether energy compression complete time 03:01
4766	Ether energy compression complete time 03:00
4767	Ether energy compression complete time 02:59
4768	Ether energy compression complete time 02:58
4769	Ether energy compression complete time 02:57
4770	Ether energy compression complete time 02:56
4771	Ether energy compression complete time 02:55
4772	Ether energy compression complete time 02:54
4773	Ether energy compression complete time 02:53
4774	Ether energy compression complete time 02:52
4775	Ether energy compression complete time 02:51
4776	Ether energy compression complete time 02:50
4777	Ether energy compression complete time 02:49
4778	Ether energy compression complete time 02:48
4779	Ether energy compression complete time 02:47
4780	Ether energy compression complete time 02:46
4781	Ether energy compression complete time 02:45
4782	Ether energy compression complete time 02:44
4783	Ether energy compression complete time 02:43
4784	Ether energy compression complete time 02:42
4785	Ether energy compression complete time 02:41
4786	Ether energy compression complete time 02:40
4787	Ether energy compression complete time 02:39
4788	Ether energy compression complete time 02:38
4789	Ether energy compression complete time 02:37
4790	Ether energy compression complete time 02:36
4791	Ether energy compression complete time 02:35
4792	Ether energy compression complete time 02:34
4793	Ether energy compression complete time 02:33
4794	Ether energy compression complete time 02:32
4795	Ether energy compression complete time 02:31
4796	Ether energy compression complete time 02:30
4797	Ether energy compression complete time 02:29
4798	Ether energy compression complete time 02:28
4799	Ether energy compression complete time 02:27
4800	Ether energy compression complete time 02:26
4801	Ether energy compression complete time 02:25
4802	Ether energy compression complete time 02:24
4803	Ether energy compression complete time 02:23
4804	Ether energy compression complete time 02:22
4805	Ether energy compression complete time 02:21
4806	Ether energy compression complete time 02:20
4807	Ether energy compression complete time 02:19
4808	Ether energy compression complete time 02:18
4809	Ether energy compression complete time 02:17
4810	Ether energy compression complete time 02:16
4811	Ether energy compression complete time 02:15
4812	Ether energy compression complete time 02:14
4813	Ether energy compression complete time 02:13
4814	Ether energy compression complete time 02:12
4815	Ether energy compression complete time 02:11
4816	Ether energy compression complete time 02:10
4817	Ether energy compression complete time 02:09
4818	Ether energy compression complete time 02:08
4819	Ether energy compression complete time 02:07
4820	Ether energy compression complete time 02:06
4821	Ether energy compression complete time 02:05
4822	Ether energy compression complete time 02:04
4823	Ether energy compression complete time 02:03
4824	Ether energy compression complete time 02:02
4825	Ether energy compression complete time 02:01
4826	Ether energy compression complete time 02:00
4827	Ether energy compression complete time 01:59
4828	Ether energy compression complete time 01:58
4829	Ether energy compression complete time 01:57
4830	Ether energy compression complete time 01:56
4831	Ether energy compression complete time 01:55
4832	Ether energy compression complete time 01:54
4833	Ether energy compression complete time 01:53
4834	Ether energy compression complete time 01:52
4835	Ether energy compression complete time 01:51
4836	Ether energy compression complete time 01:50
4837	Ether energy compression complete time 01:49
4838	Ether energy compression complete time 01:48
4839	Ether energy compression complete time 01:47
4840	Ether energy compression complete time 01:46
4841	Ether energy compression complete time 01:45
4842	Ether energy compression complete time 01:44
4843	Ether energy compression complete time 01:43
4844	Ether energy compression complete time 01:42
4845	Ether energy compression complete time 01:41
4846	Ether energy compression complete time 01:40
4847	Ether energy compression complete time 01:39
4848	Ether energy compression complete time 01:38
4849	Ether energy compression complete time 01:37
4850	Ether energy compression complete time 01:36
4851	Ether energy compression complete time 01:35
4852	Ether energy compression complete time 01:34
4853	Ether energy compression complete time 01:33
4854	Ether energy compression complete time 01:32
4855	Ether energy compression complete time 01:31
4856	Ether energy compression complete time 01:30
4857	Ether energy compression complete time 01:29
4858	Ether energy compression complete time 01:28
4859	Ether energy compression complete time 01:27
4860	Ether energy compression complete time 01:26
4861	Ether energy compression complete time 01:25
4862	Ether energy compression complete time 01:24
4863	Ether energy compression complete time 01:23
4864	Ether energy compression complete time 01:22
4865	Ether energy compression complete time 01:21
4866	Ether energy compression complete time 01:20
4867	Ether energy compression complete time 01:19
4868	Ether energy compression complete time 01:18
4869	Ether energy compression complete time 01:17
4870	Ether energy compression complete time 01:16
4871	Ether energy compression complete time 01:15
4872	Ether energy compression complete time 01:14
4873	Ether energy compression complete time 01:13
4874	Ether energy compression complete time 01:12
4875	Ether energy compression complete time 01:11
4876	Ether energy compression complete time 01:10
4877	Ether energy compression complete time 01:09
4878	Ether energy compression complete time 01:08
4879	Ether energy compression complete time 01:07
4880	Ether energy compression complete time 01:06
4881	Ether energy compression complete time 01:05
4882	Ether energy compression complete time 01:04
4883	Ether energy compression complete time 01:03
4884	Ether energy compression complete time 01:02
4885	Ether energy compression complete time 01:01
4886	Ether energy compression complete time 01:00
4887	Ether energy compression complete time 00:59
4888	Ether energy compression complete time 00:58
4889	Ether energy compression complete time 00:57
4890	Ether energy compression complete time 00:56
4891	Ether energy compression complete time 00:55
4892	Ether energy compression complete time 00:54
4893	Ether energy compression complete time 00:53
4894	Ether energy compression complete time 00:52
4895	Ether energy compression complete time 00:51
4896	Ether energy compression complete time 00:50
4897	Ether energy compression complete time 00:49
4898	Ether energy compression complete time 00:48
4899	Ether energy compression complete time 00:47
4900	Ether energy compression complete time 00:46
4901	Ether energy compression complete time 00:45
4902	Ether energy compression complete time 00:44
4903	Ether energy compression complete time 00:43
4904	Ether energy compression complete time 00:42
4905	Ether energy compression complete time 00:41
4906	Ether energy compression complete time 00:40
4907	Ether energy compression complete time 00:39
4908	Ether energy compression complete time 00:38
4909	Ether energy compression complete time 00:37
4910	Ether energy compression complete time 00:36
4911	Ether energy compression complete time 00:35
4912	Ether energy compression complete time 00:34
4913	Ether energy compression complete time 00:33
4914	Ether energy compression complete time 00:32
4915	Ether energy compression complete time 00:31
