//조합스크립트						아이템타입	분류카운터						클래스스트링코드																																					
//			"* Index(조합코드) 수정하셔도 상관 없으니, 가능한 카테고리 유지하면서 작업해 주세요"										10074 : 버서커																																					
//													10075 : 드래곤																																					
//			* 클래스 우선순위 지켜주세요										10076 : 발키리																																					
//			"  - 버서커, 드래곤, 발키리, 엘리, 섀도우, 미스틱 순"										10077 : 엘리																																					
//			* 방어구 우선순위 지켜주세요										10078 : 섀도우																																					
//			"  - 갑옷, 바지, 헬멧, 장갑, 부츠, 프텍, 벨트, 셔츠 순"										10002 : 미스틱																																					
//			"  - 갑옷, 바지, 헬멧, 장갑, 부츠, 프텍, 벨트, 셔츠 순"										10006 : 헬로이드																																					
//							1302			1302	1302	1302	1302	1302	1302																																			
//설명	조합코드	이름	네임코드	캐릭터클래스	길드클래스	아이템타입	분류카운터	분류카테고리1	분류스트링코드1	분류카테고리2	분류스트링코드2	분류카테고리3	분류스트링코드3	분류카테고리4	분류스트링코드4	재료1	재료1등급	재료1개수	재료2	재료2등급	재료2개수	재료3	재료3등급	재료3개수	재료4	재료4등급	재료4개수	재료5	재료5등급	재료5개수	재료6	재료6등급	재료6개수	소모돈	성공확율	보상타입	보상아이템	보상아이템등급	보상아이템수	조합가능맵1	조합가능맵2	조합가능맵3	조합가능맵4	조합가능맵5	조합가능맵6	조합가능맵7	조합가능맵8	조합가능맵9	조합가능맵10	
	Code	Name	Ncode	LimitCharClass	LimitGuildClass	ItemType	CategorySubCount	bCategory1	Category1_Scode	bCategory2	Category2_Scode	bCategory3	Category3_Scode	bCategory4	Category4_Scode	MaterialCode1	IGType1	MaterialCount1	MaterialCode2	IGType2	MaterialCount2	MaterialCode3	IGType3	MaterialCount3	MaterialCode4	IGType4	MaterialCount4	MaterialCode5	IGType5	MaterialCount5	MaterialCode6	IGType6	MaterialCount6	Money	SuccessRatio	bResultType	ResultItemCode	ResultIGType	ResultItemCount	AllowedMapCode00	AllowedMapCode01	AllowedMapCode02	AllowedMapCode03	AllowedMapCode04	AllowedMapCode05	AllowedMapCode06	AllowedMapCode07	AllowedMapCode08	AllowedMapCode09	FieldEnd
	204	마력의파편	45974	0	0	0	4	3	9446	1	9060	2	9095	4	45974	6870	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50000 	100	1	6871	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	205	마력의조각	45975	0	0	0	4	3	9446	1	9060	2	9095	5	45975	6871	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100000 	100	1	6872	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	206	마력의덩어리	45976	0	0	0	4	3	9446	1	9060	2	9095	6	45976	6872	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150000 	100	1	6873	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//3-2 중급 재료 제작 (211~220)			0																																															
	211	파괴자의각성	47630	0	0	0	3	3	9446	2	42025	1	47630	0	0	6019	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300000 	50	1	6051	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	212	바람의노래	47631	0	0	0	3	3	9446	2	42025	2	47631	0	0	6020	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300000 	50	1	6052	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	213	용족의영광	47632	0	0	0	3	3	9446	2	42025	3	47632	0	0	6021	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300000 	50	1	6053	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	214	대자연의풍요	47633	0	0	0	3	3	9446	2	42025	4	47633	0	0	6022	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300000 	50	1	6054	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	215	어둠의심장	47634	0	0	0	3	3	9446	2	42025	5	47634	0	0	6031	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300000 	50	1	6055	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	216	고대인의의식	45669	0	0	0	3	3	9446	2	42025	6	45669	0	0	6064	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300000 	50	1	6065	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	217	조작된기억	46646	0	0	0	3	3	9446	2	42025	7	46646	0	0	6074	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300000 	50	1	6075	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	218	싸늘한분노	45936	0	0	0	3	3	9446	2	42025	8	45936	0	0	6093	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300000 	50	1	6094	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//3-3 상급 재료 제작 (221~230)			0																																															
	221	루크의아티팩트	47557	0	0	0	3	3	9446	3	42017	1	47557	0	0	6051	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000000 	35	1	6068	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	222	에이셔의아티팩트	47570	0	0	0	3	3	9446	3	42017	2	47570	0	0	6052	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000000 	35	1	6071	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	223	로드아일의아티팩트	47558	0	0	0	3	3	9446	3	42017	3	47558	0	0	6053	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000000 	35	1	6069	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	224	카린의아티팩트	47579	0	0	0	3	3	9446	3	42017	4	47579	0	0	6054	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000000 	35	1	6072	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	225	헬론의아티팩트	47559	0	0	0	3	3	9446	3	42017	5	47559	0	0	6055	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000000 	35	1	6070	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	226	미오의아티팩트	47580	0	0	0	3	3	9446	3	42017	6	47580	0	0	6065	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000000 	35	1	6073	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	227	HEL-P7의기밀문서	46692	0	0	0	3	3	9446	3	42017	7	46692	0	0	6075	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000000 	35	1	6076	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	228	사라드의아티팩트	45937	0	0	0	3	3	9446	3	42017	8	45937	0	0	6094	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000000 	35	1	6095	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//3-4 최상급 재료 제작 (231~240)			0																																															
	231	검게물든루크의아티팩트	46895	0	0	0	3	3	9446	4	9462	1	46895	0	0	6068	0	10	5286	0	10	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	20	1	6097	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	232	검게물든에이셔의아티팩트	46898	0	0	0	3	3	9446	4	9462	2	46898	0	0	6071	0	10	5286	0	10	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	20	1	6100	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	233	검게물든로드아일의아티팩트	46896	0	0	0	3	3	9446	4	9462	3	46896	0	0	6069	0	10	5286	0	10	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	20	1	6098	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	234	검게물든카린의아티팩트	46899	0	0	0	3	3	9446	4	9462	4	46899	0	0	6072	0	10	5286	0	10	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	20	1	6101	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	235	검게물든헬론의아티팩트	46897	0	0	0	3	3	9446	4	9462	5	46897	0	0	6070	0	10	5286	0	10	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	20	1	6099	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	236	검게물든미오의아티팩트	46900	0	0	0	3	3	9446	4	9462	6	46900	0	0	6073	0	10	5286	0	10	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	20	1	6102	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	237	검게물든HEL-P7의기밀문서	46901	0	0	0	3	3	9446	4	9462	7	46901	0	0	6076	0	10	5286	0	10	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	20	1	6103	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	238	검게물든사라드의아티팩트	46902	0	0	0	3	3	9446	4	9462	8	46902	0	0	6095	0	10	5286	0	10	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	20	1	6104	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	239	핏빛의정령석	47636	0	0	0	3	3	9446	4	9462	9	47636	0	0	7248	0	1	7252	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0 	50	1	6057	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//3-5 꼭두각시 쉬바르츠 재료 제작 (241~250)			0																																															
	241	검은빛의_쉬바르츠_영혼	40742	0	0	0	3	3	9446	5	9061	1	40742	0	0	6082	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100000000	100	1	6087	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	242	붉은빛의_쉬바르츠_영혼	40743	0	0	0	3	3	9446	5	9061	2	40743	0	0	6083	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100000000	100	1	6088	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	243	노란빛의_쉬바르츠_영혼	40744	0	0	0	3	3	9446	5	9061	3	40744	0	0	6084	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100000000	100	1	6089	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	244	파란빛의_쉬바르츠_영혼	40745	0	0	0	3	3	9446	5	9061	4	40745	0	0	6085	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100000000	100	1	6090	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	245	초록빛의_쉬바르츠_영혼	40746	0	0	0	3	3	9446	5	9061	5	40746	0	0	6086	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100000000	100	1	6091	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//3-6 마야 아이템 제작 (251~260)			0																																															
	251	마야보석2레벨	45178	0	0	0	4	3	9446	6	45186	1	9070	1	45178	7245	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17000 	80	1	7246	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	252	마야보석3레벨	45179	0	0	0	4	3	9446	6	45186	1	9070	2	45179	7246	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19000 	60	1	7247	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	253	마야보석4레벨	45180	0	0	0	4	3	9446	6	45186	1	9070	3	45180	7247	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21000 	50	1	7248	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	254	마야금속2레벨	45182	0	0	0	4	3	9446	6	45186	2	45188	4	45182	7249	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000 	80	1	7250	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	255	마야금속3레벨	45183	0	0	0	4	3	9446	6	45186	2	45188	5	45183	7250	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17000 	60	1	7251	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	256	마야금속4레벨	45184	0	0	0	4	3	9446	6	45186	2	45188	6	45184	7251	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19000 	50	1	7252	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//4. 특수 아이템 (301 ~ 350)																													0			0						0												
//4-1 AC아이템 제작 (301~310)																																																		
	301	로슈엘의나침반	90157	0	0	0	3	4	9445	1	9458	1	90157	0	0	40298	0	1	40299	0	1	40300	0	1	40301	0	1	40302	0	1	40303	0	1	0	100	1	40304	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//4-2 열쇠 제작 (311~320)																																																		
	311	대지의열쇠	45139	0	0	0	3	4	9445	2	9466	1	45139	0	0	6639	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6643	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	312	물의열쇠	45140	0	0	0	3	4	9445	2	9466	2	45140	0	0	6640	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	6644	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	313	불의열쇠	45141	0	0	0	3	4	9445	2	9466	3	45141	0	0	6641	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500000 	100	1	6645	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	314	바람의열쇠	45142	0	0	0	3	4	9445	2	9466	4	45142	0	0	6642	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000000 	100	1	6646	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	315	어둠의열쇠	45230	0	0	0	3	4	9445	2	9466	5	45230	0	0	7113	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000000 	100	1	6699	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	316	빛의열쇠	155640	0	0	0	3	4	9445	2	9466	6	155640	0	0	7000	0	5	6611	0	100	6602	0	100	6608	0	100	6594	0	100	6582	0	100	10000000 	100	1	6856	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	317	봉인해제의서	48010	0	0	0	3	4	9445	2	9466	7	48010	0	0	5284	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000000 	100	1	5285	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	318	반쪽짜리_봉인해제의서	48014	0	0	0	3	4	9445	2	9466	8	48014	0	0	5284	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000000 	100	1	5291	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//4-3 에테르방출장치/탄환제작 (321~330)																																																		
	321	에테르방출장치	47175	0	0	0	3	4	9445	3	9151	1	47175	0	0	4965	0	1	4952	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1500000 	100	1	7265	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	322	안정화된에테르탄환(Lv1)_5개	47825	0	0	0	3	4	9445	3	9151	2	47825	0	0	6582	0	5	6608	0	5	6611	0	5	6594	0	5	6602	0	5	0	0	0	50000 	100	1	7550	0	5	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	323	안정화된에테르탄환(Lv2)_5개	48827	0	0	0	3	4	9445	3	9151	3	48827	0	0	6582	0	15	6608	0	15	6611	0	15	6594	0	15	6602	0	15	0	0	0	150000 	100	1	7551	0	5	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	324	안정화된마야탄환_10개	48829	0	0	0	3	4	9445	3	9151	4	48829	0	0	7247	0	5	7251	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	7552	0	10	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	325	안정화된마야탄환_100개	48829	0	0	0	3	4	9445	3	9151	5	48829	0	0	7247	0	45	7251	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0 	100	1	7552	0	100	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//4-4 기타소모품 (331~340)																																																		
	331	복수의돌	47044	0	0	0	3	4	9445	4	9053	1	47044	0	0	6600	0	1	6592	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1000000 	100	1	7243	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	332	횃불아이템	47254	0	0	0	3	4	9445	4	9053	2	47254	0	0	6543	0	3	6874	0	3	0	0	0	0	0	0	0	0	0	0	0	0	300000 	100	1	7274	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	333	폭탄아이템	47255	0	0	0	3	4	9445	4	9053	3	47255	0	0	6614	0	3	6874	0	3	0	0	0	0	0	0	0	0	0	0	0	0	300000 	100	1	7275	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//5. 각성/진화 재료 아이템 (351 ~ 400)																													0			0						0												
//5-1 헤파이스토스의 각성무기 (10101~10200)																																																		
	10101	[E1]헤파이스토스의무기_9각성	43812	0	0	0	3	5	10711	1	43700	1	43812	0	0	6060	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000000 	100	1	4501	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//5-2 헤파이스토스의 각성방어구 (10201~10300)																																																		
	10201	[E1]헤파이스토스의갑옷_9각성	43813	0	0	0	4	5	10711	2	43701	1	43675	1	43813	6056	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000000 	100	1	4502	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10202	[E1]헤파이스토스의프로텍터_9각성	43814	0	0	0	4	5	10711	2	43701	1	43675	2	43814	6056	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000000 	100	1	4503	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10203	[E1]헤파이스토스의헬멧_9각성	43815	0	0	0	4	5	10711	2	43701	1	43675	3	43815	6056	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000000 	100	1	4504	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10204	[E1]헤파이스토스의바지_9각성	43816	0	0	0	4	5	10711	2	43701	1	43675	4	43816	6056	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000000 	100	1	4505	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10205	[E1]헤파이스토스의부츠_9각성	43817	0	0	0	4	5	10711	2	43701	1	43675	5	43817	6056	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000000 	100	1	4506	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10206	[E1]헤파이스토스의장갑_9각성	43818	0	0	0	4	5	10711	2	43701	1	43675	6	43818	6056	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000000 	100	1	4507	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10207	[E1]헤파이스토스의벨트_9각성	43819	0	0	0	4	5	10711	2	43701	1	43675	7	43819	6056	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000000 	100	1	4508	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10208	[E1]헤파이스토스의셔츠_9각성	43820	0	0	0	4	5	10711	2	43701	1	43675	8	43820	6056	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000000 	100	1	4509	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10209	[E1.5]헤파이스토스의갑옷_9각성	43821	0	0	0	4	5	10711	2	43701	2	43676	1	43821	6056	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500000 	100	1	4510	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10210	[E1.5]헤파이스토스의프로텍터_9각성	43822	0	0	0	4	5	10711	2	43701	2	43676	2	43822	6056	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500000 	100	1	4511	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10211	[E1.5]헤파이스토스의헬멧_9각성	43823	0	0	0	4	5	10711	2	43701	2	43676	3	43823	6056	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500000 	100	1	4512	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10212	[E1.5]헤파이스토스의바지_9각성	43824	0	0	0	4	5	10711	2	43701	2	43676	4	43824	6056	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500000 	100	1	4513	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10213	[E1.5]헤파이스토스의부츠_9각성	43825	0	0	0	4	5	10711	2	43701	2	43676	5	43825	6056	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500000 	100	1	4514	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10214	[E1.5]헤파이스토스의장갑_9각성	43826	0	0	0	4	5	10711	2	43701	2	43676	6	43826	6056	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500000 	100	1	4515	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10215	[E1.5]헤파이스토스의벨트_9각성	43827	0	0	0	4	5	10711	2	43701	2	43676	7	43827	6056	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500000 	100	1	4516	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	10216	[E1.5]헤파이스토스의셔츠_9각성	43828	0	0	0	4	5	10711	2	43701	2	43676	8	43828	6056	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500000 	100	1	4517	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//5-3 각성첨가제 (351~360)																																																		
	351	포톤으로제작	43690	0	0	0	3	5	10711	3	10712	1	10713	0	0	4977	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000000 	100	1	4403	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	352	패킹포톤으로제작	43690	0	0	0	3	5	10711	3	10712	2	10714	0	0	4978	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000000 	100	1	4403	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	353	트랜스포톤으로제작	43690	0	0	0	3	5	10711	3	10712	3	9715	0	0	4979	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000000 	100	1	4403	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	354	엑스트라포톤으로제작	40079	0	0	0	3	5	10711	3	10712	4	10715	0	0	4990	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000000 	100	1	4403	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//5-4 진화첨가제 (361~370)																																																		
	361	[E1]진화첨가제_마야제작	43708	0	0	0	4	5	10711	4	43702	1	43708	1	10717	7246	0	5	7250	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5000000 	100	1	4421	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	362	[E1]진화첨가제_재료제작	43708	0	0	0	4	5	10711	4	43702	1	43708	2	10718	6056	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000000 	100	1	4421	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	363	[E1.5]진화첨가제_마야제작	43709	0	0	0	4	5	10711	4	43702	2	43709	1	10717	7246	0	15	7250	0	15	0	0	0	0	0	0	0	0	0	0	0	0	10000000 	100	1	4422	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	364	[E1.5]진화첨가제_재료제작	43709	0	0	0	4	5	10711	4	43702	2	43709	2	10718	6056	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000000 	100	1	4422	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	365	[E2]진화첨가제_마야제작	43710	0	0	0	4	5	10711	4	43702	3	43710	1	10717	7247	0	10	7251	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10000000 	100	1	4423	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	366	[E2]진화첨가제_재료제작	43710	0	0	0	4	5	10711	4	43702	3	43710	2	10718	6066	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000000 	100	1	4423	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	367	[E2.5]진화첨가제_마야제작	43711	0	0	0	4	5	10711	4	43702	4	43711	1	10717	7248	0	5	7252	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	100	1	4424	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	368	[E2.5]진화첨가제_루크의아티	43711	0	0	0	4	5	10711	4	43702	4	43711	2	10719	6066	0	200	6068	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	100	1	4424	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	369	[E2.5]진화첨가제_에이셔의아티	43711	0	0	0	4	5	10711	4	43702	4	43711	3	10720	6066	0	200	6071	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	100	1	4424	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	370	[E2.5]진화첨가제_로드아일의아티	43711	0	0	0	4	5	10711	4	43702	4	43711	4	10721	6066	0	200	6069	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	100	1	4424	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	371	[E2.5]진화첨가제_카린의아티	43711	0	0	0	4	5	10711	4	43702	4	43711	5	10722	6066	0	200	6072	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	100	1	4424	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	372	[E2.5]진화첨가제_헬론의아티	43711	0	0	0	4	5	10711	4	43702	4	43711	6	10723	6066	0	200	6070	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	100	1	4424	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	373	[E2.5]진화첨가제_미오의아티	43711	0	0	0	4	5	10711	4	43702	4	43711	7	10724	6066	0	200	6073	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	100	1	4424	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	374	[E2.5]진화첨가제_기밀문서	43711	0	0	0	4	5	10711	4	43702	4	43711	8	10725	6066	0	200	6076	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	100	1	4424	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	375	[E2.5]진화첨가제_사라드의아티	43711	0	0	0	4	5	10711	4	43702	4	43711	9	10726	6066	0	200	6095	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	100	1	4424	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	376	[E3]진화첨가제_마야제작	43712	0	0	0	4	5	10711	4	43702	5	43712	1	10717	7248	0	10	7252	0	10	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	100	1	4425	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	377	[E3]진화첨가제_루크의아티	43712	0	0	0	4	5	10711	4	43702	5	43712	2	10719	6105	0	30	6068	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	100	1	4425	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	378	[E3]진화첨가제_에이셔의아티	43712	0	0	0	4	5	10711	4	43702	5	43712	3	10720	6105	0	30	6071	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	100	1	4425	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	379	[E3]진화첨가제_로드아일의아티	43712	0	0	0	4	5	10711	4	43702	5	43712	4	10721	6105	0	30	6069	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	100	1	4425	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	380	[E3]진화첨가제_카린의아티	43712	0	0	0	4	5	10711	4	43702	5	43712	5	10722	6105	0	30	6072	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20000000 	100	1	4425	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
